# 勋伯格小调综合练习：四部写作无法实现的相邻和弦进行（自动生成，请勿手改）
# 重刷：./gradlew.bat :theory:jvmTest --tests "*SchoenbergMinorForbiddenTransitionGenerator*" -Pschoenberg.forbidden.write=true
# 判据：从小调综合练习程序自身提取的硬约束（一般四部规则 + 完整性/重复/共同音/减增预备解决/旋律进行）下，两拍相邻无任何合规四部实现。
# 规则自动继承练习：新增 typed 规则后重刷即生效。判据在小调内调性无关（a 小调探测）。
# 格式：<度数/性质/规模/转位> => <度数/性质/规模/转位>    # 人类可读罗马标记
#
3/AUGMENTED/TRIAD/SECOND_INVERSION => 2/CUSTOM/SEVENTH/ROOT_POSITION@0/AUGMENTED_SIXTH_HALF_DIMINISHED/2    # III+64 => II7
3/AUGMENTED/TRIAD/SECOND_INVERSION => 2/CUSTOM/SEVENTH/SECOND_INVERSION@-1/AUGMENTED_SIXTH_FRENCH/1    # III+64 => II43
3/AUGMENTED/TRIAD/SECOND_INVERSION => 2/CUSTOM/SEVENTH/SECOND_INVERSION@-1/AUGMENTED_SIXTH_GERMAN/1    # III+64 => II43
3/AUGMENTED/TRIAD/SECOND_INVERSION => 2/CUSTOM/SEVENTH/SECOND_INVERSION@0/AUGMENTED_SIXTH_HALF_DIMINISHED/2    # III+64 => II43
3/AUGMENTED/TRIAD/SECOND_INVERSION => 2/CUSTOM/TRIAD/FIRST_INVERSION@-1/AUGMENTED_SIXTH_ITALIAN/1    # III+64 => II6
3/AUGMENTED/TRIAD/SECOND_INVERSION => 2/CUSTOM/TRIAD/ROOT_POSITION@-1/AUGMENTED_SIXTH_ITALIAN/1    # III+64 => II
3/AUGMENTED/TRIAD/SECOND_INVERSION => 2/DIMINISHED7/SEVENTH/FIRST_INVERSION@1/SECONDARY_DOMINANT/5/rootless:rootless-dominant-ninth.chord-1.0-3-6-9.as-dominant.5.2    # III+64 => ii°65
3/AUGMENTED/TRIAD/SECOND_INVERSION => 4/CUSTOM/SEVENTH/FIRST_INVERSION@-1/AUGMENTED_SIXTH_FRENCH/3    # III+64 => IV65
3/AUGMENTED/TRIAD/SECOND_INVERSION => 4/CUSTOM/SEVENTH/FIRST_INVERSION@-1/AUGMENTED_SIXTH_GERMAN/3    # III+64 => IV65
3/AUGMENTED/TRIAD/SECOND_INVERSION => 4/CUSTOM/SEVENTH/ROOT_POSITION@-1/AUGMENTED_SIXTH_FRENCH/3    # III+64 => IV7
3/AUGMENTED/TRIAD/SECOND_INVERSION => 4/CUSTOM/SEVENTH/ROOT_POSITION@-1/AUGMENTED_SIXTH_GERMAN/3    # III+64 => IV7
3/AUGMENTED/TRIAD/SECOND_INVERSION => 4/CUSTOM/SEVENTH/SECOND_INVERSION@-1/AUGMENTED_SIXTH_FRENCH/3    # III+64 => IV43
3/AUGMENTED/TRIAD/SECOND_INVERSION => 4/CUSTOM/SEVENTH/THIRD_INVERSION@-1/AUGMENTED_SIXTH_FRENCH/3    # III+64 => IV42
3/AUGMENTED/TRIAD/SECOND_INVERSION => 4/CUSTOM/SEVENTH/THIRD_INVERSION@-1/AUGMENTED_SIXTH_GERMAN/3    # III+64 => IV42
3/AUGMENTED/TRIAD/SECOND_INVERSION => 4/CUSTOM/TRIAD/FIRST_INVERSION@-1/AUGMENTED_SIXTH_ITALIAN/3    # III+64 => IV6
3/AUGMENTED/TRIAD/SECOND_INVERSION => 4/CUSTOM/TRIAD/ROOT_POSITION@-1/AUGMENTED_SIXTH_ITALIAN/3    # III+64 => IV
3/AUGMENTED/TRIAD/SECOND_INVERSION => 4/CUSTOM/TRIAD/SECOND_INVERSION@-1/AUGMENTED_SIXTH_ITALIAN/3    # III+64 => IV64
3/AUGMENTED/TRIAD/SECOND_INVERSION => 4/MINOR7/SEVENTH/FIRST_INVERSION    # III+64 => iv65
3/AUGMENTED/TRIAD/SECOND_INVERSION => 4/MINOR7/SEVENTH/ROOT_POSITION    # III+64 => iv7
3/AUGMENTED/TRIAD/SECOND_INVERSION => 4/MINOR7/SEVENTH/THIRD_INVERSION    # III+64 => iv42
3/AUGMENTED/TRIAD/SECOND_INVERSION => 5/CUSTOM/SEVENTH/FIRST_INVERSION@-1/AUGMENTED_SIXTH_FRENCH/4    # III+64 => V65
3/AUGMENTED/TRIAD/SECOND_INVERSION => 5/CUSTOM/SEVENTH/FIRST_INVERSION@-1/AUGMENTED_SIXTH_GERMAN/4    # III+64 => V65
3/AUGMENTED/TRIAD/SECOND_INVERSION => 5/CUSTOM/SEVENTH/ROOT_POSITION@-1/AUGMENTED_SIXTH_FRENCH/4    # III+64 => V7
3/AUGMENTED/TRIAD/SECOND_INVERSION => 5/CUSTOM/SEVENTH/ROOT_POSITION@-1/AUGMENTED_SIXTH_GERMAN/4    # III+64 => V7
3/AUGMENTED/TRIAD/SECOND_INVERSION => 5/CUSTOM/SEVENTH/SECOND_INVERSION@-1/AUGMENTED_SIXTH_GERMAN/4    # III+64 => V43
3/AUGMENTED/TRIAD/SECOND_INVERSION => 5/CUSTOM/SEVENTH/THIRD_INVERSION@-1/AUGMENTED_SIXTH_FRENCH/4    # III+64 => V42
3/AUGMENTED/TRIAD/SECOND_INVERSION => 5/CUSTOM/SEVENTH/THIRD_INVERSION@-1/AUGMENTED_SIXTH_GERMAN/4    # III+64 => V42
3/AUGMENTED/TRIAD/SECOND_INVERSION => 5/CUSTOM/TRIAD/FIRST_INVERSION@-1/AUGMENTED_SIXTH_ITALIAN/4    # III+64 => V6
3/AUGMENTED/TRIAD/SECOND_INVERSION => 5/CUSTOM/TRIAD/ROOT_POSITION@-1/AUGMENTED_SIXTH_ITALIAN/4    # III+64 => V
3/AUGMENTED/TRIAD/SECOND_INVERSION => 5/CUSTOM/TRIAD/SECOND_INVERSION@-1/AUGMENTED_SIXTH_ITALIAN/4    # III+64 => V64
3/AUGMENTED/TRIAD/SECOND_INVERSION => 5/DIMINISHED7/SEVENTH/SECOND_INVERSION@1/SECONDARY_DOMINANT/3/rootless:rootless-dominant-ninth.chord-3.2-5-8-11.as-dominant.3.7    # III+64 => v°43
3/AUGMENTED/TRIAD/SECOND_INVERSION => 5/DOMINANT7/SEVENTH/ROOT_POSITION    # III+64 => V7
3/AUGMENTED/TRIAD/SECOND_INVERSION => 5/DOMINANT7/SEVENTH/SECOND_INVERSION    # III+64 => V43
3/AUGMENTED/TRIAD/SECOND_INVERSION => 5/DOMINANT7/SEVENTH/THIRD_INVERSION    # III+64 => V42
3/AUGMENTED/TRIAD/SECOND_INVERSION => 5/MAJOR/TRIAD/ROOT_POSITION    # III+64 => V
3/AUGMENTED/TRIAD/SECOND_INVERSION => 5/MAJOR/TRIAD/SECOND_INVERSION    # III+64 => V64
3/AUGMENTED/TRIAD/SECOND_INVERSION => 5/MINOR/TRIAD/FIRST_INVERSION    # III+64 => v6
3/AUGMENTED/TRIAD/SECOND_INVERSION => 5/MINOR/TRIAD/ROOT_POSITION    # III+64 => v
3/AUGMENTED/TRIAD/SECOND_INVERSION => 5/MINOR/TRIAD/SECOND_INVERSION    # III+64 => v64
3/AUGMENTED/TRIAD/SECOND_INVERSION => 6/CUSTOM/SEVENTH/ROOT_POSITION@0/AUGMENTED_SIXTH_FRENCH/5    # III+64 => VI7
3/AUGMENTED/TRIAD/SECOND_INVERSION => 6/CUSTOM/SEVENTH/ROOT_POSITION@0/AUGMENTED_SIXTH_GERMAN/5    # III+64 => VI7
3/AUGMENTED/TRIAD/SECOND_INVERSION => 6/CUSTOM/SEVENTH/SECOND_INVERSION@0/AUGMENTED_SIXTH_FRENCH/5    # III+64 => VI43
3/AUGMENTED/TRIAD/SECOND_INVERSION => 6/CUSTOM/SEVENTH/SECOND_INVERSION@0/AUGMENTED_SIXTH_GERMAN/5    # III+64 => VI43
3/AUGMENTED/TRIAD/SECOND_INVERSION => 6/CUSTOM/SEVENTH/THIRD_INVERSION@0/AUGMENTED_SIXTH_FRENCH/5    # III+64 => VI42
3/AUGMENTED/TRIAD/SECOND_INVERSION => 6/CUSTOM/SEVENTH/THIRD_INVERSION@0/AUGMENTED_SIXTH_GERMAN/5    # III+64 => VI42
3/AUGMENTED/TRIAD/SECOND_INVERSION => 6/CUSTOM/TRIAD/ROOT_POSITION@0/AUGMENTED_SIXTH_ITALIAN/5    # III+64 => VI
3/AUGMENTED/TRIAD/SECOND_INVERSION => 6/CUSTOM/TRIAD/SECOND_INVERSION@0/AUGMENTED_SIXTH_ITALIAN/5    # III+64 => VI64
3/AUGMENTED/TRIAD/SECOND_INVERSION => 6/DIMINISHED/TRIAD/ROOT_POSITION    # III+64 => vi°
3/AUGMENTED/TRIAD/SECOND_INVERSION => 6/DIMINISHED/TRIAD/SECOND_INVERSION    # III+64 => vi°64
3/AUGMENTED/TRIAD/SECOND_INVERSION => 6/DIMINISHED7/SEVENTH/FIRST_INVERSION@2/SECONDARY_DOMINANT/2/rootless:rootless-dominant-ninth.chord-2.1-4-7-10.as-dominant.2.6.sharp1    # III+64 => vi°65
3/AUGMENTED/TRIAD/SECOND_INVERSION => 6/DIMINISHED7/SEVENTH/SECOND_INVERSION@2/SECONDARY_DOMINANT/4/rootless:rootless-dominant-ninth.chord-2.1-4-7-10.as-dominant.4.1    # III+64 => vi°43
3/AUGMENTED/TRIAD/SECOND_INVERSION => 6/DIMINISHED7/SEVENTH/THIRD_INVERSION@2/SECONDARY_DOMINANT/6/rootless:rootless-dominant-ninth.chord-2.1-4-7-10.as-dominant.6.3    # III+64 => vi°42
3/AUGMENTED/TRIAD/SECOND_INVERSION => 6/DOMINANT7/SEVENTH/ROOT_POSITION@1/SECONDARY_DOMINANT/2    # III+64 => VI7
3/AUGMENTED/TRIAD/SECOND_INVERSION => 6/MAJOR/TRIAD/ROOT_POSITION    # III+64 => VI
3/AUGMENTED/TRIAD/SECOND_INVERSION => 6/MAJOR/TRIAD/SECOND_INVERSION    # III+64 => VI64
3/AUGMENTED/TRIAD/SECOND_INVERSION => 6/MAJOR7/SEVENTH/ROOT_POSITION    # III+64 => VI7
3/AUGMENTED/TRIAD/SECOND_INVERSION => 6/MAJOR7/SEVENTH/SECOND_INVERSION    # III+64 => VI43
3/AUGMENTED/TRIAD/SECOND_INVERSION => 6/MAJOR7/SEVENTH/THIRD_INVERSION    # III+64 => VI42
3/AUGMENTED/TRIAD/SECOND_INVERSION => 7/CUSTOM/SEVENTH/FIRST_INVERSION@-1/AUGMENTED_SIXTH_FRENCH/6    # III+64 => VII65
3/AUGMENTED/TRIAD/SECOND_INVERSION => 7/CUSTOM/SEVENTH/FIRST_INVERSION@-1/AUGMENTED_SIXTH_GERMAN/6    # III+64 => VII65
3/AUGMENTED/TRIAD/SECOND_INVERSION => 7/CUSTOM/SEVENTH/ROOT_POSITION@-1/AUGMENTED_SIXTH_FRENCH/6    # III+64 => VII7
3/AUGMENTED/TRIAD/SECOND_INVERSION => 7/CUSTOM/SEVENTH/ROOT_POSITION@-1/AUGMENTED_SIXTH_GERMAN/6    # III+64 => VII7
3/AUGMENTED/TRIAD/SECOND_INVERSION => 7/CUSTOM/SEVENTH/SECOND_INVERSION@-1/AUGMENTED_SIXTH_FRENCH/6    # III+64 => VII43
3/AUGMENTED/TRIAD/SECOND_INVERSION => 7/CUSTOM/SEVENTH/SECOND_INVERSION@-1/AUGMENTED_SIXTH_GERMAN/6    # III+64 => VII43
3/AUGMENTED/TRIAD/SECOND_INVERSION => 7/CUSTOM/SEVENTH/THIRD_INVERSION@-1/AUGMENTED_SIXTH_FRENCH/6    # III+64 => VII42
3/AUGMENTED/TRIAD/SECOND_INVERSION => 7/CUSTOM/SEVENTH/THIRD_INVERSION@-1/AUGMENTED_SIXTH_GERMAN/6    # III+64 => VII42
3/AUGMENTED/TRIAD/SECOND_INVERSION => 7/CUSTOM/TRIAD/FIRST_INVERSION@-1/AUGMENTED_SIXTH_ITALIAN/6    # III+64 => VII6
3/AUGMENTED/TRIAD/SECOND_INVERSION => 7/CUSTOM/TRIAD/ROOT_POSITION@-1/AUGMENTED_SIXTH_ITALIAN/6    # III+64 => VII
3/AUGMENTED/TRIAD/SECOND_INVERSION => 7/CUSTOM/TRIAD/SECOND_INVERSION@-1/AUGMENTED_SIXTH_ITALIAN/6    # III+64 => VII64
3/AUGMENTED/TRIAD/SECOND_INVERSION => 7/DIMINISHED/TRIAD/FIRST_INVERSION    # III+64 => vii°6
3/AUGMENTED/TRIAD/SECOND_INVERSION => 7/DIMINISHED/TRIAD/ROOT_POSITION    # III+64 => vii°
3/AUGMENTED/TRIAD/SECOND_INVERSION => 7/DIMINISHED/TRIAD/SECOND_INVERSION    # III+64 => vii°64
3/AUGMENTED/TRIAD/SECOND_INVERSION => 7/DIMINISHED7/SEVENTH/FIRST_INVERSION    # III+64 => vii°65
3/AUGMENTED/TRIAD/SECOND_INVERSION => 7/DIMINISHED7/SEVENTH/ROOT_POSITION    # III+64 => vii°7
3/AUGMENTED/TRIAD/SECOND_INVERSION => 7/DIMINISHED7/SEVENTH/SECOND_INVERSION    # III+64 => vii°43
3/AUGMENTED/TRIAD/SECOND_INVERSION => 7/DIMINISHED7/SEVENTH/THIRD_INVERSION    # III+64 => vii°42
3/CUSTOM/SEVENTH/FIRST_INVERSION@0/AUGMENTED_SIXTH_FRENCH/2 => 2/DIMINISHED/TRIAD/FIRST_INVERSION    # III65 => ii°6
3/CUSTOM/SEVENTH/FIRST_INVERSION@0/AUGMENTED_SIXTH_FRENCH/2 => 2/DIMINISHED/TRIAD/ROOT_POSITION    # III65 => ii°
3/CUSTOM/SEVENTH/FIRST_INVERSION@0/AUGMENTED_SIXTH_FRENCH/2 => 2/DIMINISHED/TRIAD/SECOND_INVERSION    # III65 => ii°64
3/CUSTOM/SEVENTH/FIRST_INVERSION@0/AUGMENTED_SIXTH_FRENCH/2 => 2/HALF_DIMINISHED7/SEVENTH/FIRST_INVERSION    # III65 => ii°65
3/CUSTOM/SEVENTH/FIRST_INVERSION@0/AUGMENTED_SIXTH_FRENCH/2 => 2/HALF_DIMINISHED7/SEVENTH/ROOT_POSITION    # III65 => ii°7
3/CUSTOM/SEVENTH/FIRST_INVERSION@0/AUGMENTED_SIXTH_FRENCH/2 => 2/HALF_DIMINISHED7/SEVENTH/SECOND_INVERSION    # III65 => ii°43
3/CUSTOM/SEVENTH/FIRST_INVERSION@0/AUGMENTED_SIXTH_FRENCH/2 => 2/HALF_DIMINISHED7/SEVENTH/THIRD_INVERSION    # III65 => ii°42
3/CUSTOM/SEVENTH/FIRST_INVERSION@0/AUGMENTED_SIXTH_FRENCH/2 => 2/MINOR/TRIAD/ROOT_POSITION    # III65 => ii
3/CUSTOM/SEVENTH/FIRST_INVERSION@0/AUGMENTED_SIXTH_FRENCH/2 => 2/MINOR/TRIAD/SECOND_INVERSION    # III65 => ii64
3/CUSTOM/SEVENTH/FIRST_INVERSION@0/AUGMENTED_SIXTH_GERMAN/2 => 2/DIMINISHED/TRIAD/FIRST_INVERSION    # III65 => ii°6
3/CUSTOM/SEVENTH/FIRST_INVERSION@0/AUGMENTED_SIXTH_GERMAN/2 => 2/DIMINISHED/TRIAD/ROOT_POSITION    # III65 => ii°
3/CUSTOM/SEVENTH/FIRST_INVERSION@0/AUGMENTED_SIXTH_GERMAN/2 => 2/DIMINISHED/TRIAD/SECOND_INVERSION    # III65 => ii°64
3/CUSTOM/SEVENTH/FIRST_INVERSION@0/AUGMENTED_SIXTH_GERMAN/2 => 2/HALF_DIMINISHED7/SEVENTH/FIRST_INVERSION    # III65 => ii°65
3/CUSTOM/SEVENTH/FIRST_INVERSION@0/AUGMENTED_SIXTH_GERMAN/2 => 2/HALF_DIMINISHED7/SEVENTH/ROOT_POSITION    # III65 => ii°7
3/CUSTOM/SEVENTH/FIRST_INVERSION@0/AUGMENTED_SIXTH_GERMAN/2 => 2/HALF_DIMINISHED7/SEVENTH/SECOND_INVERSION    # III65 => ii°43
3/CUSTOM/SEVENTH/FIRST_INVERSION@0/AUGMENTED_SIXTH_GERMAN/2 => 2/HALF_DIMINISHED7/SEVENTH/THIRD_INVERSION    # III65 => ii°42
3/CUSTOM/SEVENTH/FIRST_INVERSION@0/AUGMENTED_SIXTH_GERMAN/2 => 5/DOMINANT7/SEVENTH/FIRST_INVERSION    # III65 => V65
3/CUSTOM/SEVENTH/FIRST_INVERSION@0/AUGMENTED_SIXTH_GERMAN/2 => 5/DOMINANT7/SEVENTH/SECOND_INVERSION    # III65 => V43
3/CUSTOM/SEVENTH/FIRST_INVERSION@0/AUGMENTED_SIXTH_GERMAN/2 => 5/MAJOR/TRIAD/ROOT_POSITION    # III65 => V
3/CUSTOM/SEVENTH/FIRST_INVERSION@0/AUGMENTED_SIXTH_GERMAN/2 => 5/MAJOR/TRIAD/SECOND_INVERSION    # III65 => V64
3/CUSTOM/SEVENTH/FIRST_INVERSION@0/AUGMENTED_SIXTH_GERMAN/2 => 5/MINOR/TRIAD/SECOND_INVERSION    # III65 => v64
3/CUSTOM/SEVENTH/FIRST_INVERSION@0/AUGMENTED_SIXTH_GERMAN/2 => 7/DIMINISHED/TRIAD/FIRST_INVERSION    # III65 => vii°6
3/CUSTOM/SEVENTH/FIRST_INVERSION@0/AUGMENTED_SIXTH_GERMAN/2 => 7/DIMINISHED/TRIAD/ROOT_POSITION    # III65 => vii°
3/CUSTOM/SEVENTH/FIRST_INVERSION@0/AUGMENTED_SIXTH_GERMAN/2 => 7/DIMINISHED/TRIAD/SECOND_INVERSION    # III65 => vii°64
3/CUSTOM/SEVENTH/FIRST_INVERSION@0/AUGMENTED_SIXTH_GERMAN/2 => 7/DIMINISHED7/SEVENTH/FIRST_INVERSION    # III65 => vii°65
3/CUSTOM/SEVENTH/FIRST_INVERSION@0/AUGMENTED_SIXTH_GERMAN/2 => 7/DIMINISHED7/SEVENTH/ROOT_POSITION    # III65 => vii°7
3/CUSTOM/SEVENTH/FIRST_INVERSION@0/AUGMENTED_SIXTH_GERMAN/2 => 7/DIMINISHED7/SEVENTH/SECOND_INVERSION    # III65 => vii°43
3/CUSTOM/SEVENTH/FIRST_INVERSION@0/AUGMENTED_SIXTH_GERMAN/2 => 7/DIMINISHED7/SEVENTH/THIRD_INVERSION    # III65 => vii°42
3/CUSTOM/SEVENTH/ROOT_POSITION@0/AUGMENTED_SIXTH_FRENCH/2 => 2/DIMINISHED/TRIAD/FIRST_INVERSION    # III7 => ii°6
3/CUSTOM/SEVENTH/ROOT_POSITION@0/AUGMENTED_SIXTH_FRENCH/2 => 2/DIMINISHED/TRIAD/ROOT_POSITION    # III7 => ii°
3/CUSTOM/SEVENTH/ROOT_POSITION@0/AUGMENTED_SIXTH_FRENCH/2 => 2/DIMINISHED/TRIAD/SECOND_INVERSION    # III7 => ii°64
3/CUSTOM/SEVENTH/ROOT_POSITION@0/AUGMENTED_SIXTH_FRENCH/2 => 2/HALF_DIMINISHED7/SEVENTH/FIRST_INVERSION    # III7 => ii°65
3/CUSTOM/SEVENTH/ROOT_POSITION@0/AUGMENTED_SIXTH_FRENCH/2 => 2/HALF_DIMINISHED7/SEVENTH/ROOT_POSITION    # III7 => ii°7
3/CUSTOM/SEVENTH/ROOT_POSITION@0/AUGMENTED_SIXTH_FRENCH/2 => 2/HALF_DIMINISHED7/SEVENTH/SECOND_INVERSION    # III7 => ii°43
3/CUSTOM/SEVENTH/ROOT_POSITION@0/AUGMENTED_SIXTH_FRENCH/2 => 2/HALF_DIMINISHED7/SEVENTH/THIRD_INVERSION    # III7 => ii°42
3/CUSTOM/SEVENTH/ROOT_POSITION@0/AUGMENTED_SIXTH_FRENCH/2 => 2/MINOR/TRIAD/FIRST_INVERSION    # III7 => ii6
3/CUSTOM/SEVENTH/ROOT_POSITION@0/AUGMENTED_SIXTH_FRENCH/2 => 2/MINOR/TRIAD/SECOND_INVERSION    # III7 => ii64
3/CUSTOM/SEVENTH/ROOT_POSITION@0/AUGMENTED_SIXTH_GERMAN/2 => 2/DIMINISHED/TRIAD/FIRST_INVERSION    # III7 => ii°6
3/CUSTOM/SEVENTH/ROOT_POSITION@0/AUGMENTED_SIXTH_GERMAN/2 => 2/DIMINISHED/TRIAD/ROOT_POSITION    # III7 => ii°
3/CUSTOM/SEVENTH/ROOT_POSITION@0/AUGMENTED_SIXTH_GERMAN/2 => 2/DIMINISHED/TRIAD/SECOND_INVERSION    # III7 => ii°64
3/CUSTOM/SEVENTH/ROOT_POSITION@0/AUGMENTED_SIXTH_GERMAN/2 => 2/HALF_DIMINISHED7/SEVENTH/FIRST_INVERSION    # III7 => ii°65
3/CUSTOM/SEVENTH/ROOT_POSITION@0/AUGMENTED_SIXTH_GERMAN/2 => 2/HALF_DIMINISHED7/SEVENTH/ROOT_POSITION    # III7 => ii°7
3/CUSTOM/SEVENTH/ROOT_POSITION@0/AUGMENTED_SIXTH_GERMAN/2 => 2/HALF_DIMINISHED7/SEVENTH/SECOND_INVERSION    # III7 => ii°43
3/CUSTOM/SEVENTH/ROOT_POSITION@0/AUGMENTED_SIXTH_GERMAN/2 => 2/HALF_DIMINISHED7/SEVENTH/THIRD_INVERSION    # III7 => ii°42
3/CUSTOM/SEVENTH/ROOT_POSITION@0/AUGMENTED_SIXTH_GERMAN/2 => 2/MINOR/TRIAD/FIRST_INVERSION    # III7 => ii6
3/CUSTOM/SEVENTH/ROOT_POSITION@0/AUGMENTED_SIXTH_GERMAN/2 => 2/MINOR/TRIAD/SECOND_INVERSION    # III7 => ii64
3/CUSTOM/SEVENTH/ROOT_POSITION@0/AUGMENTED_SIXTH_GERMAN/2 => 5/DOMINANT7/SEVENTH/FIRST_INVERSION    # III7 => V65
3/CUSTOM/SEVENTH/ROOT_POSITION@0/AUGMENTED_SIXTH_GERMAN/2 => 5/DOMINANT7/SEVENTH/ROOT_POSITION    # III7 => V7
3/CUSTOM/SEVENTH/ROOT_POSITION@0/AUGMENTED_SIXTH_GERMAN/2 => 5/DOMINANT7/SEVENTH/THIRD_INVERSION    # III7 => V42
3/CUSTOM/SEVENTH/ROOT_POSITION@0/AUGMENTED_SIXTH_GERMAN/2 => 5/MAJOR/TRIAD/FIRST_INVERSION    # III7 => V6
3/CUSTOM/SEVENTH/ROOT_POSITION@0/AUGMENTED_SIXTH_GERMAN/2 => 5/MAJOR/TRIAD/ROOT_POSITION    # III7 => V
3/CUSTOM/SEVENTH/ROOT_POSITION@0/AUGMENTED_SIXTH_GERMAN/2 => 5/MINOR/TRIAD/FIRST_INVERSION    # III7 => v6
3/CUSTOM/SEVENTH/ROOT_POSITION@0/AUGMENTED_SIXTH_GERMAN/2 => 5/MINOR/TRIAD/ROOT_POSITION    # III7 => v
3/CUSTOM/SEVENTH/ROOT_POSITION@0/AUGMENTED_SIXTH_GERMAN/2 => 7/DIMINISHED/TRIAD/FIRST_INVERSION    # III7 => vii°6
3/CUSTOM/SEVENTH/ROOT_POSITION@0/AUGMENTED_SIXTH_GERMAN/2 => 7/DIMINISHED/TRIAD/ROOT_POSITION    # III7 => vii°
3/CUSTOM/SEVENTH/ROOT_POSITION@0/AUGMENTED_SIXTH_GERMAN/2 => 7/DIMINISHED/TRIAD/SECOND_INVERSION    # III7 => vii°64
3/CUSTOM/SEVENTH/ROOT_POSITION@0/AUGMENTED_SIXTH_GERMAN/2 => 7/DIMINISHED7/SEVENTH/FIRST_INVERSION    # III7 => vii°65
3/CUSTOM/SEVENTH/ROOT_POSITION@0/AUGMENTED_SIXTH_GERMAN/2 => 7/DIMINISHED7/SEVENTH/ROOT_POSITION    # III7 => vii°7
3/CUSTOM/SEVENTH/ROOT_POSITION@0/AUGMENTED_SIXTH_GERMAN/2 => 7/DIMINISHED7/SEVENTH/SECOND_INVERSION    # III7 => vii°43
3/CUSTOM/SEVENTH/ROOT_POSITION@0/AUGMENTED_SIXTH_GERMAN/2 => 7/DIMINISHED7/SEVENTH/THIRD_INVERSION    # III7 => vii°42
3/CUSTOM/SEVENTH/ROOT_POSITION@0/AUGMENTED_SIXTH_GERMAN/2 => 7/MAJOR/TRIAD/ROOT_POSITION    # III7 => VII
3/CUSTOM/SEVENTH/ROOT_POSITION@0/AUGMENTED_SIXTH_GERMAN/2 => 7/MAJOR/TRIAD/SECOND_INVERSION    # III7 => VII64
3/CUSTOM/SEVENTH/SECOND_INVERSION@0/AUGMENTED_SIXTH_FRENCH/2 => 2/DIMINISHED/TRIAD/FIRST_INVERSION    # III43 => ii°6
3/CUSTOM/SEVENTH/SECOND_INVERSION@0/AUGMENTED_SIXTH_FRENCH/2 => 2/DIMINISHED/TRIAD/ROOT_POSITION    # III43 => ii°
3/CUSTOM/SEVENTH/SECOND_INVERSION@0/AUGMENTED_SIXTH_FRENCH/2 => 2/DIMINISHED/TRIAD/SECOND_INVERSION    # III43 => ii°64
3/CUSTOM/SEVENTH/SECOND_INVERSION@0/AUGMENTED_SIXTH_FRENCH/2 => 2/HALF_DIMINISHED7/SEVENTH/FIRST_INVERSION    # III43 => ii°65
3/CUSTOM/SEVENTH/SECOND_INVERSION@0/AUGMENTED_SIXTH_FRENCH/2 => 2/HALF_DIMINISHED7/SEVENTH/ROOT_POSITION    # III43 => ii°7
3/CUSTOM/SEVENTH/SECOND_INVERSION@0/AUGMENTED_SIXTH_FRENCH/2 => 2/HALF_DIMINISHED7/SEVENTH/SECOND_INVERSION    # III43 => ii°43
3/CUSTOM/SEVENTH/SECOND_INVERSION@0/AUGMENTED_SIXTH_FRENCH/2 => 2/HALF_DIMINISHED7/SEVENTH/THIRD_INVERSION    # III43 => ii°42
3/CUSTOM/SEVENTH/SECOND_INVERSION@0/AUGMENTED_SIXTH_FRENCH/2 => 2/MINOR/TRIAD/FIRST_INVERSION    # III43 => ii6
3/CUSTOM/SEVENTH/SECOND_INVERSION@0/AUGMENTED_SIXTH_FRENCH/2 => 2/MINOR/TRIAD/ROOT_POSITION    # III43 => ii
3/CUSTOM/SEVENTH/SECOND_INVERSION@0/AUGMENTED_SIXTH_GERMAN/2 => 2/DIMINISHED/TRIAD/FIRST_INVERSION    # III43 => ii°6
3/CUSTOM/SEVENTH/SECOND_INVERSION@0/AUGMENTED_SIXTH_GERMAN/2 => 2/DIMINISHED/TRIAD/ROOT_POSITION    # III43 => ii°
3/CUSTOM/SEVENTH/SECOND_INVERSION@0/AUGMENTED_SIXTH_GERMAN/2 => 2/DIMINISHED/TRIAD/SECOND_INVERSION    # III43 => ii°64
3/CUSTOM/SEVENTH/SECOND_INVERSION@0/AUGMENTED_SIXTH_GERMAN/2 => 2/HALF_DIMINISHED7/SEVENTH/FIRST_INVERSION    # III43 => ii°65
3/CUSTOM/SEVENTH/SECOND_INVERSION@0/AUGMENTED_SIXTH_GERMAN/2 => 2/HALF_DIMINISHED7/SEVENTH/ROOT_POSITION    # III43 => ii°7
3/CUSTOM/SEVENTH/SECOND_INVERSION@0/AUGMENTED_SIXTH_GERMAN/2 => 2/HALF_DIMINISHED7/SEVENTH/SECOND_INVERSION    # III43 => ii°43
3/CUSTOM/SEVENTH/SECOND_INVERSION@0/AUGMENTED_SIXTH_GERMAN/2 => 2/HALF_DIMINISHED7/SEVENTH/THIRD_INVERSION    # III43 => ii°42
3/CUSTOM/SEVENTH/SECOND_INVERSION@0/AUGMENTED_SIXTH_GERMAN/2 => 2/MINOR/TRIAD/SECOND_INVERSION    # III43 => ii64
3/CUSTOM/SEVENTH/SECOND_INVERSION@0/AUGMENTED_SIXTH_GERMAN/2 => 5/DOMINANT7/SEVENTH/FIRST_INVERSION    # III43 => V65
3/CUSTOM/SEVENTH/SECOND_INVERSION@0/AUGMENTED_SIXTH_GERMAN/2 => 5/DOMINANT7/SEVENTH/SECOND_INVERSION    # III43 => V43
